測站編號,時間,陣風_風速,風速,風向,氣壓,氣溫,海面溫度,示性波高,平均週期,波向,波浪尖峰週期,流速,分層流速{深度:流速},流向,分層流向{深度:流向},流速(節),潮高
StationID,time,Wind_Gust_Speed,Wind_Speed,Wind_Direction,Air_Pressure,Air_Temperature,Sea_Temperature,Wave_Height_Significant,Wave_Mean_Period,Wave_Main_Direction,Wave_Peak_Period,Current_Speed,Current_Speed_Layer,Current_Direction,Current_Direction_Layer,Current_Speed_knot,Tide_Height
,UTC+8,m/s,m/s,degree,hPa,C,C,m,sec,degree,sec,m/s,m/s,degree,degree,knot,m
Vector_CWB_FB_46699A,"2017-01-01 00:00:00",,,,1025,,23.4,1.37,6.4,78,8.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 01:00:00",,,,1024.8,,23.4,1.14,6.4,78,7.4,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 02:00:00",,,,1024,,23.4,1.05,6.9,78,8.6,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 03:00:00",,,,1023,,23.4,1.15,6.7,67,8.1,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 04:00:00",,,,1022.6,,23.4,1.22,7.2,56,8.2,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 05:00:00",,,,1022.9,,23.5,1.15,6.7,56,7.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 06:00:00",,,,1023.6,,23.5,1.24,6.9,33,8.1,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 07:00:00",,,,1024.2,,23.4,1.23,6.8,67,8.1,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 08:00:00",,,,1025.2,,23.4,1.29,6.3,56,7.7,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 09:00:00",,,,1024.8,,23.3,1.26,6.2,78,8.6,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 10:00:00",,,,1025.4,,23.4,1.33,5.8,101,7.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 11:00:00",,,,1024.8,,23.6,1.63,6.5,112,7.4,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 12:00:00",,,,1023.1,,23.7,1.33,6.6,90,7.1,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 13:00:00",,,,1022.1,,23.9,1.37,7,101,7.7,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 14:00:00",,,,1021.3,,23.7,1.33,6.8,101,8.1,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 15:00:00",,,,1020.8,,23.7,1.42,6.7,101,9.4,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 16:00:00",,,,1020.8,,23.6,1.28,6.5,67,7.3,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 17:00:00",,,,1020.9,,23.5,1.31,6.7,101,8.3,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 18:00:00",,,,1021.4,,23.6,1.2,6.6,101,9.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 19:00:00",,,,1021.5,,23.5,1.39,7.3,112,8.5,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 20:00:00",,,,1021.9,,23.5,1.37,7.3,90,7.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 21:00:00",,,,1021.8,,23.5,1.35,7.3,90,9.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 22:00:00",,,,1021.9,,23.5,1.48,7.2,123,8.6,,,,,,
Vector_CWB_FB_46699A,"2017-01-01 23:00:00",,,,1021.4,,23.5,1.28,7.1,112,7.4,,,,,,
Vector_CWB_FB_46699A,"2017-01-02 00:00:00",,,,1020.6,,23.4,1.4,7.3,123,10.4,,,,,,
Vector_CWB_FB_46699A,"2017-01-02 01:00:00",,,,1020.7,,23.4,1.35,7.2,112,10.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-02 02:00:00",,,,1020.2,,23.4,1.23,7.1,123,8.8,,,,,,
Vector_CWB_FB_46699A,"2017-01-02 03:00:00",,,,1020.2,,23.3,1.28,7,112,7.7,,,,,,
