#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 16 11 51 999 99.0 99.0  2.52  9.88  6.41  99 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 12 21 999 99.0 99.0  2.29  9.09  6.21  84 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 12 51 999 99.0 99.0  2.35  8.33  6.19  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 13 21 999 99.0 99.0  2.45  8.33  6.34  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 13 51 999 99.0 99.0  2.50 10.53  6.65  85 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 14 21 999 99.0 99.0  2.56  9.88  6.46  95 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 14 51 999 99.0 99.0  2.46  8.33  6.48  74 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 15 21 999 99.0 99.0  2.44  8.33  6.64  82 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 15 51 999 99.0 99.0  2.33  9.09  6.56  82 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 16 21 999 99.0 99.0  2.45 10.53  6.63  92 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 16 51 999 99.0 99.0  2.28  8.33  6.41  82 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 17 21 999 99.0 99.0  2.61  9.09  6.72  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 17 51 999 99.0 99.0  2.41  9.09  6.48  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 18 21 999 99.0 99.0  2.48  9.88  6.73  91 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 18 51 999 99.0 99.0  2.55  9.88  6.67  89 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 19 21 999 99.0 99.0  2.39  9.09  6.47  85 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 19 51 999 99.0 99.0  2.46  9.88  6.48  89 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 20 21 999 99.0 99.0  2.56  8.33  6.67  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 20 51 999 99.0 99.0  2.42  9.88  6.61  89 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 21 21 999 99.0 99.0  2.43  9.88  6.53  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 21 51 999 99.0 99.0  2.48  9.88  6.46  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 22 21 999 99.0 99.0  2.46  8.33  6.59  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 16 22 51 999 99.0 99.0  2.42  9.88  6.64  84 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 23 21 999 99.0 99.0  2.42  9.09  6.40  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 16 23 51 999 99.0 99.0  2.34 10.53  6.65  82 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 00 21 999 99.0 99.0  2.23  9.09  6.51  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 00 51 999 99.0 99.0  2.50  9.88  6.95  85 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 01 21 999 99.0 99.0  2.38  9.88  6.85  84 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 01 51 999 99.0 99.0  2.28  9.88  6.72  89 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 02 21 999 99.0 99.0  2.32  9.09  6.82  75 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 02 51 999 99.0 99.0  2.30 10.53  6.67  77 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 03 21 999 99.0 99.0  2.26  9.09  6.61  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 03 51 999 99.0 99.0  2.30  8.33  6.82  79 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 04 21 999 99.0 99.0  2.26  9.88  6.97  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 04 51 999 99.0 99.0  2.18  8.33  6.79  70 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 05 21 999 99.0 99.0  2.31  9.09  6.84  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 05 51 999 99.0 99.0  2.35  9.09  6.73  82 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 06 21 999 99.0 99.0  2.26  9.09  6.60  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 06 51 999 99.0 99.0  2.22 10.53  6.68  88 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 07 21 999 99.0 99.0  2.31  9.88  6.83  75 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 07 51 999 99.0 99.0  2.18 10.53  6.62  96 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 08 21 999 99.0 99.0  2.12  9.88  6.60  86 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 08 51 999 99.0 99.0  2.17  9.09  6.50  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 17 09 21 999 99.0 99.0  2.12  8.33  6.55  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 09 51 999 99.0 99.0  2.07  9.88  6.40  91 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 10 21 999 99.0 99.0  2.02 10.53  6.32  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 10 51 999 99.0 99.0  2.08  9.09  6.21  89 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 11 21 999 99.0 99.0  2.26  9.88  6.44  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 11 51 999 99.0 99.0  2.07  9.88  6.26  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 12 21 999 99.0 99.0  2.06 11.11  6.42  95 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 12 51 999 99.0 99.0  2.05  9.88  6.73  86 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 13 21 999 99.0 99.0  2.22  9.88  6.82  88 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 13 51 999 99.0 99.0  2.06  9.88  6.63  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 14 21 999 99.0 99.0  2.01 10.53  6.37  96 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 14 51 999 99.0 99.0  2.03 10.53  6.81  88 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 15 21 999 99.0 99.0  2.08  9.88  6.88  91 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 15 51 999 99.0 99.0  1.99  9.09  6.44  82 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 16 21 999 99.0 99.0  1.97  9.88  6.46  95 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 16 51 999 99.0 99.0  2.17  9.88  7.06  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 17 21 999 99.0 99.0  1.94 10.53  6.58  91 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 17 51 999 99.0 99.0  1.99 10.53  6.69  85 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 18 21 999 99.0 99.0  2.08 10.53  6.91  96 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 18 51 999 99.0 99.0  2.02 10.53  6.49  85 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 19 21 999 99.0 99.0  2.24 10.53  6.70  82 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 19 51 999 99.0 99.0  2.37  9.88  6.77  85 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 20 21 999 99.0 99.0  1.99  8.33  6.39  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 20 51 999 99.0 99.0  2.19  9.88  6.85  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 21 21 999 99.0 99.0  2.19  9.88  6.89  82 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 21 51 999 99.0 99.0  2.16  9.09  6.87  71 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 22 21 999 99.0 99.0  1.95  9.09  6.71  74 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 22 51 999 99.0 99.0  1.97  9.09  6.69  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 23 21 999 99.0 99.0  2.04  9.09  6.62  71 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 17 23 51 999 99.0 99.0  2.14  9.09  6.57  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 00 21 999 99.0 99.0  2.00  8.33  6.46  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 00 51 999 99.0 99.0  2.08  8.33  6.57  71 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 01 21 999 99.0 99.0  1.97  9.88  6.48  75 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 01 51 999 99.0 99.0  2.15  9.88  6.90  84 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 02 21 999 99.0 99.0  1.85 10.53  6.39  86 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 02 51 999 99.0 99.0  1.90  9.09  6.33  71 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 03 21 999 99.0 99.0  1.99 10.53  6.69  77 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 03 51 999 99.0 99.0  1.83  9.09  6.56  78 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 04 21 999 99.0 99.0  1.96  9.88  6.86  91 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 04 51 999 99.0 99.0  1.76  8.33  6.56  79 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 05 21 999 99.0 99.0  1.99  9.09  6.68  71 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 05 51 999 99.0 99.0  2.01  9.09  6.62  74 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 06 21 999 99.0 99.0  1.95  9.09  6.61  77 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 06 51 999 99.0 99.0  1.96  8.33  6.41  70 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 07 21 999 99.0 99.0  1.91  9.09  6.30  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 07 51 999 99.0 99.0  1.98  8.33  6.17  75 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 08 21 999 99.0 99.0  2.04 10.53  6.48  91 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 08 51 999 99.0 99.0  1.97  9.09  6.08  70 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 09 21 999 99.0 99.0  2.07  9.09  6.27  70 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 09 51 999 99.0 99.0  1.97  9.88  6.15  77 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 10 21 999 99.0 99.0  1.96 10.53  6.09  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 10 51 999 99.0 99.0  1.94  9.09  6.14  81 9999.0 999.0  28.3 999.0 99.0 99.00
2010 01 18 11 21 999 99.0 99.0  1.92  8.33  6.28  79 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 11 51 999 99.0 99.0  1.98  9.09  6.27  75 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 12 21 999 99.0 99.0  2.02 10.53  6.46  84 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 12 51 999 99.0 99.0  1.97  9.09  6.17  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 13 21 999 99.0 99.0  2.04  8.33  6.29  75 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 13 51 999 99.0 99.0  2.03 10.53  6.15  74 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 14 21 999 99.0 99.0  2.02  9.09  6.42  74 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 14 51 999 99.0 99.0  1.87  9.09  6.10  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 15 21 999 99.0 99.0  2.04  9.88  6.25  85 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 15 51 999 99.0 99.0  2.01  8.33  6.59  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 16 21 999 99.0 99.0  1.99  9.88  6.36  81 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 16 51 999 99.0 99.0  2.01  9.88  6.79  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 17 21 999 99.0 99.0  1.97  9.09  6.40  74 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 17 51 999 99.0 99.0  1.99  9.09  6.50  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 18 21 999 99.0 99.0  2.18  9.09  6.37  68 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 18 51 999 99.0 99.0  2.27  8.33  6.16  75 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 19 21 999 99.0 99.0  2.40  8.33  6.28  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 19 51 999 99.0 99.0  2.39  9.09  6.27  68 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 20 21 999 99.0 99.0  2.53  9.09  6.51  70 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 20 51 999 99.0 99.0  2.35  8.33  6.39  75 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 21 21 999 99.0 99.0  2.30  8.33  6.15  71 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 21 51 999 99.0 99.0  2.43  9.09  6.42  68 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 22 21 999 99.0 99.0  2.52  9.09  6.47  62 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 22 51 999 99.0 99.0  2.54  9.88  6.78  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 23 21 999 99.0 99.0  2.32  9.09  6.32  62 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 18 23 51 999 99.0 99.0  2.41  8.33  6.38  75 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 00 21 999 99.0 99.0  2.63  9.09  6.60  62 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 00 51 999 99.0 99.0  2.75  9.88  6.49  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 01 21 999 99.0 99.0  2.80  9.09  6.62  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 01 51 999 99.0 99.0  2.79  9.09  6.69  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 02 21 999 99.0 99.0  2.74  9.09  6.75  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 02 51 999 99.0 99.0  2.82  9.88  6.90  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 03 21 999 99.0 99.0  2.80  9.09  6.63  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 03 51 999 99.0 99.0  3.03  9.09  6.90  61 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 04 21 999 99.0 99.0  2.93  9.09  6.96  58 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 04 51 999 99.0 99.0  2.99  9.09  6.85  70 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 05 21 999 99.0 99.0  3.13  9.88  7.08  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 05 51 999 99.0 99.0  2.63 10.53  6.85  78 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 06 21 999 99.0 99.0  2.83 10.53  6.82  74 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 06 51 999 99.0 99.0  2.67  9.88  6.66  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 07 21 999 99.0 99.0  2.75  9.88  6.81  67 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 07 51 999 99.0 99.0  2.89  9.88  6.75  62 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 08 21 999 99.0 99.0  3.00  9.88  7.04  71 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 08 51 999 99.0 99.0  3.18  9.88  7.02  64 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 09 21 999 99.0 99.0  3.00  9.09  6.90  72 9999.0 999.0  28.2 999.0 99.0 99.00
2010 01 19 09 51 999 99.0 99.0  3.21  9.88  7.23  67 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 10 21 999 99.0 99.0  2.79 10.53  7.04  70 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 10 51 999 99.0 99.0  3.04  9.88  7.05  71 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 11 21 999 99.0 99.0  3.06 11.11  6.93  70 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 11 51 999 99.0 99.0  3.09 10.53  7.18  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 12 21 999 99.0 99.0  2.99  9.88  6.87  64 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 12 51 999 99.0 99.0  2.99 10.53  7.07  58 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 13 21 999 99.0 99.0  3.08 11.11  7.18  71 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 13 51 999 99.0 99.0  3.10 10.53  7.32  70 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 14 21 999 99.0 99.0  3.44  9.88  7.69  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 14 51 999 99.0 99.0  3.25 11.11  7.52  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 15 21 999 99.0 99.0  3.22 11.11  7.26  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 15 51 999 99.0 99.0  3.44  9.88  7.67  67 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 16 21 999 99.0 99.0  3.29 11.11  7.52  67 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 16 51 999 99.0 99.0  3.40 10.53  7.61  64 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 17 21 999 99.0 99.0  3.39 11.11  7.30  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 17 51 999 99.0 99.0  3.74 10.53  7.74  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 18 21 999 99.0 99.0  3.53 10.53  7.47  58 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 18 51 999 99.0 99.0  3.57 10.53  7.63  61 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 19 21 999 99.0 99.0  3.64 10.53  7.72  72 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 19 51 999 99.0 99.0  3.52 10.53  7.73  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 20 21 999 99.0 99.0  3.90 10.53  8.06  62 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 20 51 999 99.0 99.0  3.38 10.53  7.37  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 21 21 999 99.0 99.0  3.58  9.88  7.45  71 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 21 51 999 99.0 99.0  3.32 10.53  7.38  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 22 21 999 99.0 99.0  3.90  9.88  7.57  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 22 51 999 99.0 99.0  3.93 11.11  7.34  70 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 23 21 999 99.0 99.0  3.81 10.53  7.45  61 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 19 23 51 999 99.0 99.0  3.97 10.53  7.81  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 00 21 999 99.0 99.0  3.90 10.53  7.66  51 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 00 51 999 99.0 99.0  3.99  9.88  7.75  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 01 21 999 99.0 99.0  4.30 11.11  8.10  55 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 01 51 999 99.0 99.0  4.04 11.11  7.86  64 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 02 21 999 99.0 99.0  4.33 11.11  8.02  67 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 02 51 999 99.0 99.0  4.28 10.53  8.15  60 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 03 21 999 99.0 99.0  3.90 11.11  7.95  60 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 03 51 999 99.0 99.0  4.23 11.11  8.01  68 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 04 21 999 99.0 99.0  3.87  9.88  7.54  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 04 51 999 99.0 99.0  3.88 11.11  7.94  61 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 05 21 999 99.0 99.0  3.82 10.53  7.70  61 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 05 51 999 99.0 99.0  4.10 10.53  8.14  65 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 06 21 999 99.0 99.0  4.23  9.88  8.02  60 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 06 51 999 99.0 99.0  4.08 11.76  7.83  65 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 07 21 999 99.0 99.0  3.89 10.53  7.68  72 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 07 51 999 99.0 99.0  4.00 11.11  8.02  62 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 08 21 999 99.0 99.0  4.12 11.11  8.06  70 9999.0 999.0  28.1 999.0 99.0 99.00
2010 01 20 08 51 999 99.0 99.0  3.95 10.53  7.84  68 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 09 21 999 99.0 99.0  3.73 11.11  7.60  60 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 09 51 999 99.0 99.0  3.99 10.53  8.06  70 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 10 21 999 99.0 99.0  3.59 11.11  7.60  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 10 51 999 99.0 99.0  3.97 11.11  7.96  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 11 21 999 99.0 99.0  3.46 11.11  7.44  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 11 51 999 99.0 99.0  3.67 11.11  7.81  65 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 12 21 999 99.0 99.0  4.00 11.11  7.80  70 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 12 51 999 99.0 99.0  3.97 11.76  7.77  67 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 13 21 999 99.0 99.0  4.23 11.11  8.25  65 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 13 51 999 99.0 99.0  3.61 10.53  7.73  67 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 14 21 999 99.0 99.0  3.73 10.53  7.72  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 14 51 999 99.0 99.0  3.85 11.11  7.90  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 15 21 999 99.0 99.0  3.71 11.76  7.65  57 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 15 51 999 99.0 99.0  3.60 11.11  7.65  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 16 21 999 99.0 99.0  4.16 11.11  8.21  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 16 51 999 99.0 99.0  3.70 10.53  7.94  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 17 21 999 99.0 99.0  3.84 10.53  8.12  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 17 51 999 99.0 99.0  4.34 11.11  8.36  70 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 18 21 999 99.0 99.0  3.94 11.76  8.13  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 18 51 999 99.0 99.0  3.59 10.53  7.78  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 19 21 999 99.0 99.0  4.09 11.76  8.01  70 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 19 51 999 99.0 99.0  3.96 10.53  8.03  61 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 20 21 999 99.0 99.0  4.44 11.11  8.32  70 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 20 51 999 99.0 99.0  3.82 10.53  7.88  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 21 21 999 99.0 99.0  3.80 10.53  7.55  67 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 21 51 999 99.0 99.0  4.07 10.53  7.86  60 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 22 21 999 99.0 99.0  3.54 11.11  7.43  61 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 22 51 999 99.0 99.0  3.76 10.53  7.66  60 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 23 21 999 99.0 99.0  3.96 11.11  8.00  62 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 20 23 51 999 99.0 99.0  3.60 11.11  7.33  71 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 00 21 999 99.0 99.0  4.00 11.11  7.72  65 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 00 51 999 99.0 99.0  4.01 11.11  8.07  68 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 01 21 999 99.0 99.0  3.76 11.11  7.56  58 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 01 51 999 99.0 99.0  3.94 11.11  8.09  65 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 02 21 999 99.0 99.0  3.96 11.76  8.02  60 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 02 51 999 99.0 99.0  3.80 11.11  7.82  55 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 03 21 999 99.0 99.0  3.55 11.11  7.59  57 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 03 51 999 99.0 99.0  3.28 11.11  7.44  67 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 04 21 999 99.0 99.0  3.39 11.76  7.54  58 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 04 51 999 99.0 99.0  3.08 10.53  7.06  57 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 05 21 999 99.0 99.0  3.42 11.11  7.81  64 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 05 51 999 99.0 99.0  3.55 11.11  7.86  60 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 06 21 999 99.0 99.0  3.56 11.11  7.69  55 9999.0 999.0  28.0 999.0 99.0 99.00
2010 01 21 06 51 999 99.0 99.0  3.26 11.11  7.58  67 9999.0 999.0  28.0 999.0 99.0 99.00
