#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 01 01 00 25 999 99.0 99.0  2.45  8.33  7.15  80 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 00 55 999 99.0 99.0  2.37  9.88  6.95  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 01 25 999 99.0 99.0  2.43 11.11  6.86  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 02 25 999 99.0 99.0  2.55 10.53  7.43  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 02 55 999 99.0 99.0  2.61  9.09  7.07  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 03 25 999 99.0 99.0  2.50  9.88  6.99  97 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 03 55 999 99.0 99.0  2.63  9.88  7.02  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 04 25 999 99.0 99.0  2.43 11.11  6.66  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 04 55 999 99.0 99.0  2.74  9.88  6.95  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 05 25 999 99.0 99.0  2.46  9.09  6.70  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 06 25 999 99.0 99.0  2.53 10.53  6.58  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 06 55 999 99.0 99.0  2.44 11.11  6.65  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 07 25 999 99.0 99.0  2.50  9.88  6.61  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 07 55 999 99.0 99.0  2.40 11.11  6.63  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 08 25 999 99.0 99.0  2.57 11.11  6.97  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 08 55 999 99.0 99.0  2.19  9.88  6.60  84 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 09 25 999 99.0 99.0  2.38 11.11  6.89  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 10 25 999 99.0 99.0  2.36  9.88  6.64  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 10 55 999 99.0 99.0  2.43  9.88  6.85  81 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 11 25 999 99.0 99.0  2.68  9.88  7.12  85 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 11 55 999 99.0 99.0  2.48 11.11  7.11  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 12 25 999 99.0 99.0  2.35 10.53  6.79  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 12 55 999 99.0 99.0  2.26 11.11  6.52 104 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 13 25 999 99.0 99.0  2.35 11.11  6.90  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 14 25 999 99.0 99.0  2.22 10.53  6.40  85 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 14 55 999 99.0 99.0  2.36 11.11  6.59  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 15 25 999 99.0 99.0  2.27  9.88  6.66  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 15 55 999 99.0 99.0  2.29 11.11  6.77  83 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 16 25 999 99.0 99.0  2.30 11.11  6.38  84 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 16 55 999 99.0 99.0  2.38  9.88  6.64  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 17 25 999 99.0 99.0  2.28 11.11  6.54  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 18 25 999 99.0 99.0  2.31 11.11  6.59  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 18 55 999 99.0 99.0  2.41 11.11  6.54  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 19 25 999 99.0 99.0  2.18  9.88  6.28  73 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 19 55 999 99.0 99.0  2.38  9.88  6.48  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 20 25 999 99.0 99.0  2.48  9.88  6.53  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 20 55 999 99.0 99.0  2.40 11.11  6.22  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 21 25 999 99.0 99.0  2.39 11.11  6.23  85 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 22 25 999 99.0 99.0  2.50  9.88  6.31  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 22 55 999 99.0 99.0  2.49 11.76  6.35  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 23 25 999 99.0 99.0  2.38 10.53  6.17 102 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 01 23 55 999 99.0 99.0  2.53  9.88  6.42  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 00 55 999 99.0 99.0  2.57  9.88  6.36  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 01 25 999 99.0 99.0  2.51  9.88  6.48  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 02 25 999 99.0 99.0  2.53  7.69  6.39  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 02 55 999 99.0 99.0  2.35  6.67  6.18  78 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 03 25 999 99.0 99.0  2.41 11.76  6.39  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 03 55 999 99.0 99.0  2.47 11.11  6.66  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 04 55 999 99.0 99.0  2.44 11.11  6.39  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 05 25 999 99.0 99.0  2.40  9.88  6.27  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 06 25 999 99.0 99.0  2.48 10.53  6.31  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 06 55 999 99.0 99.0  2.50 10.53  6.50  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 07 25 999 99.0 99.0  2.53 11.11  6.43  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 07 55 999 99.0 99.0  2.47 10.53  6.39  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 08 55 999 99.0 99.0  2.36  8.33  6.29  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 09 25 999 99.0 99.0  2.41 11.76  6.56  98 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 10 25 999 99.0 99.0  2.33 10.53  6.47  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 10 55 999 99.0 99.0  2.51 10.53  6.81  85 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 11 25 999 99.0 99.0  2.35 10.53  6.44  84 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 11 55 999 99.0 99.0  2.25 11.11  6.38  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 12 25 999 99.0 99.0  2.27 11.11  6.35  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 12 55 999 99.0 99.0  2.29 11.11  6.51  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 13 25 999 99.0 99.0  2.38 11.11  6.51  84 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 14 25 999 99.0 99.0  2.36  9.09  6.21  88 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 14 55 999 99.0 99.0  2.51 10.53  6.58  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 15 25 999 99.0 99.0  2.52  9.88  6.53  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 15 55 999 99.0 99.0  2.43 10.53  6.28  94 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 16 25 999 99.0 99.0  2.28 11.11  6.22 101 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 16 55 999 99.0 99.0  2.34 10.53  6.24  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 17 25 999 99.0 99.0  2.30 11.11  6.39  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 18 25 999 99.0 99.0  2.41  9.88  6.33  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 18 55 999 99.0 99.0  2.33 10.53  6.18  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 19 25 999 99.0 99.0  2.41 10.53  6.43  92 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 19 55 999 99.0 99.0  2.27 10.53  6.46  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 20 25 999 99.0 99.0  2.51  9.88  6.76  91 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 20 55 999 99.0 99.0  2.36  7.69  6.34  90 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 21 25 999 99.0 99.0  2.38 10.53  6.30  99 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 22 25 999 99.0 99.0  2.46 10.53  6.26  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 22 55 999 99.0 99.0  2.48  9.09  6.23  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 02 23 55 999 99.0 99.0  2.62  8.33  6.31  81 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 00 55 999 99.0 99.0  2.61  7.69  6.29  78 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 01 25 999 99.0 99.0  2.97 10.53  6.52  95 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 02 25 999 99.0 99.0  2.62  9.09  6.31  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 02 55 999 99.0 99.0  2.80  7.69  6.49  85 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 03 25 999 99.0 99.0  2.77  9.09  6.68  87 9999.0 999.0 999.0 999.0 99.0 99.00
2016 01 03 03 55 999 99.0 99.0  2.58  9.09  6.26  81 9999.0 999.0 999.0 999.0 99.0 99.00
