#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2024 01 01 00 26 999 99.0 99.0  2.00  8.33  6.32  74 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 00 56 999 99.0 99.0  1.82  9.09  6.09  70 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 01 26 999 99.0 99.0  1.91  8.33  6.14  70 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 01 56 999 99.0 99.0  1.92  9.88  5.94  87 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 02 26 999 99.0 99.0  1.80  9.09  5.93  80 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 02 56 999 99.0 99.0  1.98  9.09  6.17  70 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 03 26 999 99.0 99.0  1.93  8.33  6.09  70 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 03 56 999 99.0 99.0  1.87  8.33  6.11  63 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 04 26 999 99.0 99.0  1.88  8.33  6.05  64 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 04 56 999 99.0 99.0  1.85  7.14  6.13  83 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 05 26 999 99.0 99.0  1.85  9.09  6.33  70 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 05 56 999 99.0 99.0  1.79  8.33  6.12  70 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 06 26 999 99.0 99.0  1.77  9.88  6.35  66 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 06 56 999 99.0 99.0  1.81  8.33  6.05  73 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 07 26 999 99.0 99.0  1.79  8.33  6.15  73 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 07 56 999 99.0 99.0  1.78  9.09  6.04  78 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 08 26 999 99.0 99.0  1.79  8.33  6.17  76 9999.0 999.0  29.0 999.0 99.0 99.00
2024 01 01 08 56 999 99.0 99.0  1.63  9.88  6.28  83 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 09 26 999 99.0 99.0  1.74  9.09  6.42  77 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 01 09 56 999 99.0 99.0  1.68  9.09  6.37  77 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 10 26 999 99.0 99.0  1.73  9.09  6.38  77 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 10 56 999 99.0 99.0  1.69  9.09  6.42  73 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 11 26 999 99.0 99.0  1.65  8.33  6.36  73 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 11 56 999 99.0 99.0  1.69  8.33  6.21  70 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 12 26 999 99.0 99.0  1.62  9.09  6.14  74 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 12 56 999 99.0 99.0  1.47  9.09  5.95  70 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 13 26 999 99.0 99.0  1.56  8.33  6.17  66 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 13 56 999 99.0 99.0  1.70  9.09  6.09  81 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 14 26 999 99.0 99.0  1.72  9.09  6.27  78 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 14 56 999 99.0 99.0  1.71  9.09  6.12  73 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 15 26 999 99.0 99.0  1.67  8.33  6.05  77 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 15 56 999 99.0 99.0  1.60  9.88  5.93  76 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 16 26 999 99.0 99.0  1.63  7.69  6.06  71 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 16 56 999 99.0 99.0  1.59  9.09  5.88  80 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 17 26 999 99.0 99.0  1.53  9.09  5.80  74 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 17 56 999 99.0 99.0  1.58  9.88  5.89  81 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 18 26 999 99.0 99.0  1.59  9.09  5.89  81 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 18 56 999 99.0 99.0  1.58  8.33  5.79  78 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 19 26 999 99.0 99.0  1.48  9.88  5.56  87 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 19 56 999 99.0 99.0  1.64  9.09  5.86  83 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 20 26 999 99.0 99.0  1.60  9.09  5.80  83 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 20 56 999 99.0 99.0  1.56  7.69  5.94  73 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 21 26 999 99.0 99.0  1.59  8.33  5.88  76 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 21 56 999 99.0 99.0  1.63  8.33  5.97  74 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 22 26 999 99.0 99.0  1.51  8.33  5.63  80 9999.0 999.0  28.7 999.0 99.0 99.00
2024 01 01 22 56 999 99.0 99.0  1.52  9.09  5.83  81 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 23 26 999 99.0 99.0  1.48  9.09  5.86  81 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 01 23 56 999 99.0 99.0  1.46  7.69  5.72  78 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 00 26 999 99.0 99.0  1.53  8.33  5.95  74 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 00 56 999 99.0 99.0  1.69  9.09  6.07  83 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 01 26 999 99.0 99.0  1.54  9.09  5.96  83 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 01 56 999 99.0 99.0  1.56  9.09  5.95  87 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 02 26 999 99.0 99.0  1.44  9.09  5.75  88 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 02 56 999 99.0 99.0  1.48  9.88  5.73  77 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 03 26 999 99.0 99.0  1.55  9.88  5.74  81 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 03 56 999 99.0 99.0  1.56  8.33  5.65  81 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 04 26 999 99.0 99.0  1.53  8.33  5.60  81 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 04 56 999 99.0 99.0  1.45  9.88  5.60  83 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 05 26 999 99.0 99.0  1.53  7.69  5.75  78 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 05 56 999 99.0 99.0  1.44  9.09  5.56  87 9999.0 999.0  28.9 999.0 99.0 99.00
2024 01 02 06 26 999 99.0 99.0  1.52  9.09  5.80  87 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 06 56 999 99.0 99.0  1.54  8.33  5.63  78 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 07 26 999 99.0 99.0  1.57 10.53  5.54  84 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 07 56 999 99.0 99.0  1.63  7.69  5.88  85 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 08 26 999 99.0 99.0  1.54  9.09  5.58  87 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 08 56 999 99.0 99.0  1.64  9.09  5.72  84 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 09 26 999 99.0 99.0  1.62  8.33  5.79  80 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 09 56 999 99.0 99.0  1.68  8.33  5.83  80 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 10 26 999 99.0 99.0  1.62  9.88  5.94  88 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 10 56 999 99.0 99.0  1.67  9.88  5.99  83 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 11 26 999 99.0 99.0  1.69  9.88  5.82  87 9999.0 999.0  28.8 999.0 99.0 99.00
2024 01 02 11 56 999 99.0 99.0  1.64  8.33  5.69  87 9999.0 999.0  28.8 999.0 99.0 99.00
