#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 01 00 15 999 99.0 99.0  1.77  9.88  6.62  85 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 00 45 999 99.0 99.0  1.71 10.53  6.43  92 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 01 15 999 99.0 99.0  1.76 10.53  6.46  88 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 01 45 999 99.0 99.0  1.82  9.88  6.39  88 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 02 15 999 99.0 99.0  1.87 10.53  6.57  90 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 02 45 999 99.0 99.0  1.79  9.88  6.20  92 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 03 15 999 99.0 99.0  1.69 10.53  6.16  88 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 03 45 999 99.0 99.0  1.69 10.53  6.25  81 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 04 15 999 99.0 99.0  1.72 10.53  6.13  91 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 04 45 999 99.0 99.0  1.55 11.11  6.21  81 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 05 15 999 99.0 99.0  1.74 10.53  6.68  85 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 05 45 999 99.0 99.0  1.69  9.88  6.64  90 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 06 15 999 99.0 99.0  1.68  8.33  6.28 104 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 06 45 999 99.0 99.0  1.79 11.11  6.12  88 9999.0 999.0  28.6 999.0 99.0 99.00
2012 01 01 07 15 999 99.0 99.0  1.82 11.11  5.99  83 9999.0 999.0  28.6 999.0 99.0 99.00
