#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 01 00 20 999 99.0 99.0  2.26  9.88  6.34  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 00 50 999 99.0 99.0  2.10  7.69  6.22  89 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 01 20 999 99.0 99.0  2.25  8.33  6.38  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 01 50 999 99.0 99.0  2.19  7.69  6.21  90 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 02 20 999 99.0 99.0  2.08  7.69  6.10  96 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 02 50 999 99.0 99.0  2.30  8.33  6.47  86 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 03 20 999 99.0 99.0  2.26  8.33  6.40  93 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 03 50 999 99.0 99.0  2.12  7.69  6.21  93 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 04 20 999 99.0 99.0  2.21 11.11  6.42  75 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 04 50 999 99.0 99.0  2.24  8.33  6.24  83 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 05 20 999 99.0 99.0  2.20 10.53  6.29  83 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 05 50 999 99.0 99.0  2.06  7.69  6.19  90 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 06 20 999 99.0 99.0  2.02 10.53  6.20  76 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 06 50 999 99.0 99.0  2.13  9.88  6.26  76 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 07 20 999 99.0 99.0  2.16 10.53  6.23  70 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 01 07 50 999 99.0 99.0  2.10  9.88  6.02  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 08 20 999 99.0 99.0  1.95  9.09  5.89  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 08 50 999 99.0 99.0  2.02  9.88  6.18  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 09 20 999 99.0 99.0  2.18  7.69  6.19  90 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 09 50 999 99.0 99.0  2.08  8.33  6.14  87 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 10 20 999 99.0 99.0  2.08  8.33  6.24  93 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 10 50 999 99.0 99.0  2.00  9.09  6.24  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 11 20 999 99.0 99.0  1.98  9.88  6.32  83 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 11 50 999 99.0 99.0  2.04 10.53  6.45  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 12 20 999 99.0 99.0  2.00 10.53  6.23  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 12 50 999 99.0 99.0  2.03  8.33  6.26  87 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 13 20 999 99.0 99.0  1.99  9.88  6.09  68 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 13 50 999 99.0 99.0  2.05  9.88  6.05  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 14 20 999 99.0 99.0  1.95 10.53  5.86  69 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 14 50 999 99.0 99.0  1.85  9.88  5.97  66 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 15 20 999 99.0 99.0  1.96  8.33  6.13  83 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 15 50 999 99.0 99.0  1.97 10.53  5.99  65 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 16 20 999 99.0 99.0  2.10 10.53  6.05  80 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 16 50 999 99.0 99.0  2.08  9.88  6.23  87 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 17 20 999 99.0 99.0  2.10  8.33  5.92  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 17 50 999 99.0 99.0  2.03  8.33  5.78  93 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 18 20 999 99.0 99.0  2.10  9.88  6.02  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 18 50 999 99.0 99.0  2.12  8.33  6.03  90 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 19 20 999 99.0 99.0  2.15  9.88  6.13  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 19 50 999 99.0 99.0  2.03  9.88  5.88  72 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 20 20 999 99.0 99.0  1.97  8.33  5.87  94 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 20 50 999 99.0 99.0  2.11  9.88  5.98  80 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 21 20 999 99.0 99.0  1.96  9.88  5.80  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 21 50 999 99.0 99.0  1.90  9.88  5.83  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 22 20 999 99.0 99.0  2.06  8.33  5.89  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 22 50 999 99.0 99.0  1.96  8.33  5.95  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 23 20 999 99.0 99.0  2.14  9.88  6.02  69 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 01 23 50 999 99.0 99.0  2.15 10.53  6.08  72 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 00 20 999 99.0 99.0  2.18  9.88  5.99  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 00 50 999 99.0 99.0  2.11 10.53  6.11  69 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 01 20 999 99.0 99.0  2.14  7.69  6.07  94 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 01 50 999 99.0 99.0  2.12  8.33  5.88  94 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 02 20 999 99.0 99.0  2.15  9.09  5.95  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 02 50 999 99.0 99.0  2.10  9.88  5.84  76 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 03 20 999 99.0 99.0  2.07  8.33  5.78  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 03 50 999 99.0 99.0  2.33  9.09  6.37  76 9999.0 999.0  28.5 999.0 99.0 99.00
2017 01 02 04 20 999 99.0 99.0  2.18  9.09  5.97  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 04 50 999 99.0 99.0  2.18  7.69  5.99  87 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 05 20 999 99.0 99.0  2.23  8.33  5.89  86 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 05 50 999 99.0 99.0  2.27  8.33  6.01  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 06 20 999 99.0 99.0  2.28  8.33  6.08  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 06 50 999 99.0 99.0  2.16  8.33  5.77  91 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 07 20 999 99.0 99.0  2.24  9.88  6.07  55 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 07 50 999 99.0 99.0  2.27  8.33  6.07  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 08 20 999 99.0 99.0  2.19  9.09  6.06  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 08 50 999 99.0 99.0  2.25  9.88  6.20  66 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 09 20 999 99.0 99.0  2.17  8.33  6.16  83 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 09 50 999 99.0 99.0  2.01  8.33  6.08  90 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 10 20 999 99.0 99.0  2.12  9.88  6.16  79 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 10 50 999 99.0 99.0  2.32  9.88  6.46  69 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 11 20 999 99.0 99.0  2.09  7.69  6.02  89 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 11 50 999 99.0 99.0  2.10  9.88  6.27  76 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 12 20 999 99.0 99.0  2.08  9.88  6.22  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 12 50 999 99.0 99.0  2.13  9.88  6.25  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 13 20 999 99.0 99.0  2.06  9.88  6.33  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 13 50 999 99.0 99.0  2.02  8.33  6.18  84 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 14 20 999 99.0 99.0  2.12  8.33  6.37  82 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 14 50 999 99.0 99.0  2.05 10.53  6.28  65 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 15 20 999 99.0 99.0  2.23  9.88  6.52  62 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 15 50 999 99.0 99.0  2.24  9.88  6.48  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 16 20 999 99.0 99.0  1.98 10.53  6.05  55 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 16 50 999 99.0 99.0  2.10 10.53  6.37  72 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 17 20 999 99.0 99.0  2.22  9.88  6.29  72 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 17 50 999 99.0 99.0  2.24  9.09  6.15  77 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 18 20 999 99.0 99.0  2.08  9.09  5.94  63 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 18 50 999 99.0 99.0  2.20  9.88  6.24  68 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 19 20 999 99.0 99.0  2.23  8.33  6.32  77 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 19 50 999 99.0 99.0  2.20  8.33  6.04  87 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 20 20 999 99.0 99.0  2.27  9.88  6.05  63 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 02 20 50 999 99.0 99.0  2.14  9.88  6.07  79 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 21 20 999 99.0 99.0  2.12  9.88  6.09  69 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 21 50 999 99.0 99.0  2.10 10.53  6.07  70 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 22 20 999 99.0 99.0  2.20  9.88  6.35  77 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 22 50 999 99.0 99.0  2.05  8.33  6.10  91 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 23 20 999 99.0 99.0  2.10  9.88  6.08  79 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 02 23 50 999 99.0 99.0  2.04  8.33  6.01  91 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 03 00 20 999 99.0 99.0  2.02  9.09  6.39  73 9999.0 999.0  28.3 999.0 99.0 99.00
2017 01 03 00 50 999 99.0 99.0  2.11 10.53  6.47  68 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 01 20 999 99.0 99.0  1.95  9.88  6.28  75 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 01 50 999 99.0 99.0  1.94  9.88  6.32  60 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 02 20 999 99.0 99.0  2.02  9.88  6.26  63 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 02 50 999 99.0 99.0  1.85 11.11  6.46  73 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 03 20 999 99.0 99.0  2.00 11.11  6.54  68 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 03 50 999 99.0 99.0  1.89 10.53  6.21  59 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 04 20 999 99.0 99.0  1.94 10.53  6.35  70 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 04 50 999 99.0 99.0  1.92 11.11  6.11  72 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 05 20 999 99.0 99.0  1.94 10.53  6.08  56 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 05 50 999 99.0 99.0  1.91  9.09  5.98  76 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 06 20 999 99.0 99.0  2.08 10.53  6.46  70 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 06 50 999 99.0 99.0  2.04 10.53  6.26  69 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 07 20 999 99.0 99.0  2.04  9.88  6.26  68 9999.0 999.0  28.4 999.0 99.0 99.00
2017 01 03 08 20 999 99.0 99.0  2.02 10.53  6.27  66 9999.0 999.0  28.3 999.0 99.0 99.00
